date,state,fips,cases,deaths
2020-03-28,Umbria,0,898,28
2020-03-28,Valle d'Aosta,0,468,41
2020-03-28,Veneto,0,6913,362
2020-03-29,Abruzzo,0,1169,88
2020-03-29,Basilicata,0,197,4
2020-03-29,P.A. Bolzano,0,1034,64
2020-03-29,Calabria,0,577,25
2020-03-29,Campania,0,1556,117
2020-03-29,Emilia-Romagna,0,10535,1443
2020-03-29,Friuli Venezia Giulia,0,1141,98
2020-03-29,Lazio,0,2362,136
2020-03-29,Liguria,0,2279,377
2020-03-29,Lombardia,0,25392,6360
2020-03-29,Marche,0,3160,386
2020-03-29,Molise,0,100,9
2020-03-29,Piemonte,0,7268,684
2020-03-29,Puglia,0,1432,86
2020-03-29,Sardegna,0,582,27
2020-03-29,Sicilia,0,1330,65
2020-03-29,Toscana,0,3786,215
2020-03-29,P.A. Trento,0,1293,129
2020-03-29,Umbria,0,897,31
2020-03-29,Valle d'Aosta,0,539,43
2020-03-29,Veneto,0,7251,392
2020-03-30,Abruzzo,0,1169,102
2020-03-30,Basilicata,0,208,5
2020-03-30,P.A. Bolzano,0,1098,74
2020-03-30,Calabria,0,602,31
2020-03-30,Campania,0,1739,125
2020-03-30,Emilia-Romagna,0,10766,1538
2020-03-30,Friuli Venezia Giulia,0,1109,107
2020-03-30,Lazio,0,2497,150
2020-03-30,Liguria,0,2383,397
2020-03-30,Lombardia,0,25006,6818
2020-03-30,Marche,0,3251,417
2020-03-30,Molise,0,107,9
2020-03-30,Piemonte,0,7655,749
2020-03-30,Puglia,0,1585,91
2020-03-30,Sardegna,0,622,28
2020-03-30,Sicilia,0,1408,76
2020-03-30,Toscana,0,4050,231
2020-03-30,P.A. Trento,0,1357,147
2020-03-30,Umbria,0,834,33
2020-03-30,Valle d'Aosta,0,518,50
2020-03-30,Veneto,0,7564,413
2020-03-31,Abruzzo,0,1191,115
2020-03-31,Basilicata,0,216,7
2020-03-31,P.A. Bolzano,0,1142,76
2020-03-31,Calabria,0,606,36
2020-03-31,Campania,0,1871,133
2020-03-31,Emilia-Romagna,0,10953,1644
2020-03-31,Friuli Venezia Giulia,0,1160,113
2020-03-31,Lazio,0,2642,162
2020-03-31,Liguria,0,2508,428
2020-03-31,Lombardia,0,25124,7199
2020-03-31,Marche,0,3352,452
2020-03-31,Molise,0,117,9
2020-03-31,Piemonte,0,8082,854
2020-03-31,Puglia,0,1654,110
2020-03-31,Sardegna,0,657,31
2020-03-31,Sicilia,0,1492,81
2020-03-31,Toscana,0,4226,244
2020-03-31,P.A. Trento,0,1389,164
2020-03-31,Umbria,0,851,37
2020-03-31,Valle d'Aosta,0,552,56
2020-03-31,Veneto,0,7850,477
2020-04-01,Abruzzo,0,1211,123
2020-04-01,Basilicata,0,225,9
2020-04-01,P.A. Bolzano,0,1112,116
2020-04-01,Calabria,0,610,38
2020-04-01,Campania,0,1976,148
2020-04-01,Emilia-Romagna,0,11489,1732
2020-04-01,Friuli Venezia Giulia,0,1206,122
2020-04-01,Lazio,0,2758,169
2020-04-01,Liguria,0,2645,460
2020-04-01,Lombardia,0,25765,7593
2020-04-01,Marche,0,3456,477
2020-04-01,Molise,0,131,10
2020-04-01,Piemonte,0,8470,886
2020-04-01,Puglia,0,1756,129
2020-04-01,Sardegna,0,675,34
2020-04-01,Sicilia,0,1544,88
2020-04-01,Toscana,0,4432,253
2020-04-01,P.A. Trento,0,1483,173
2020-04-01,Umbria,0,864,37
2020-04-01,Valle d'Aosta,0,540,59
2020-04-01,Veneto,0,8224,499
2020-04-02,Abruzzo,0,1251,133
2020-04-02,Basilicata,0,233,10
2020-04-02,P.A. Bolzano,0,1160,129
2020-04-02,Calabria,0,627,41
2020-04-02,Campania,0,2140,167
2020-04-02,Emilia-Romagna,0,11859,1811
2020-04-02,Friuli Venezia Giulia,0,1294,129
2020-04-02,Lazio,0,2879,185
2020-04-02,Liguria,0,2660,488
2020-04-02,Lombardia,0,25876,7960
2020-04-02,Marche,0,3555,503
2020-04-02,Molise,0,133,11
2020-04-02,Piemonte,0,8799,983
2020-04-02,Puglia,0,1864,144
2020-04-02,Sardegna,0,718,40
2020-04-02,Sicilia,0,1606,93
2020-04-02,Toscana,0,4789,268
2020-04-02,P.A. Trento,0,1587,187
2020-04-02,Umbria,0,885,38
2020-04-02,Valle d'Aosta,0,556,63
2020-04-02,Veneto,0,8578,532
2020-04-03,Abruzzo,0,1301,146
2020-04-03,Basilicata,0,247,11
2020-04-03,P.A. Bolzano,0,1209,139
2020-04-03,Calabria,0,662,45
2020-04-03,Campania,0,2352,181
2020-04-03,Emilia-Romagna,0,12178,1902
2020-04-03,Friuli Venezia Giulia,0,1324,136
2020-04-03,Lazio,0,3009,199
2020-04-03,Liguria,0,2746,519
2020-04-03,Lombardia,0,26189,8311
2020-04-03,Marche,0,3631,557
2020-04-03,Molise,0,144,11
2020-04-03,Piemonte,0,9130,1043
2020-04-03,Puglia,0,1949,164
2020-04-03,Sardegna,0,744,41
2020-04-03,Sicilia,0,1664,101
2020-04-03,Toscana,0,4909,290
2020-04-03,P.A. Trento,0,1659,204
2020-04-03,Umbria,0,920,39
2020-04-03,Valle d'Aosta,0,560,70
2020-04-03,Veneto,0,8861,572
2020-04-04,Abruzzo,0,1356,153
2020-04-04,Basilicata,0,244,11
2020-04-04,P.A. Bolzano,0,1201,146
2020-04-04,Calabria,0,662,49
2020-04-04,Campania,0,2496,186
2020-04-04,Emilia-Romagna,0,12523,1977
2020-04-04,Friuli Venezia Giulia,0,1336,145
2020-04-04,Lazio,0,3106,212
2020-04-04,Liguria,0,2894,542
2020-04-04,Lombardia,0,27220,8656
2020-04-04,Marche,0,3497,574
2020-04-04,Molise,0,171,11
2020-04-04,Piemonte,0,9693,1128
2020-04-04,Puglia,0,1973,173
2020-04-04,Sardegna,0,789,41
2020-04-04,Sicilia,0,1726,111
2020-04-04,Toscana,0,5054,307
2020-04-04,P.A. Trento,0,1753,210
2020-04-04,Umbria,0,927,41
2020-04-04,Valle d'Aosta,0,560,82
2020-04-04,Veneto,0,9093,607
2020-04-05,Abruzzo,0,1420,158
2020-04-05,Basilicata,0,254,13
2020-04-05,P.A. Bolzano,0,1226,158
2020-04-05,Calabria,0,706,56
2020-04-05,Campania,0,2621,189
2020-04-05,Emilia-Romagna,0,12837,2051
2020-04-05,Friuli Venezia Giulia,0,1363,154
2020-04-05,Lazio,0,3186,219
2020-04-05,Liguria,0,3093,556
2020-04-05,Lombardia,0,28124,8905
2020-04-05,Marche,0,3578,599
2020-04-05,Molise,0,187,13
2020-04-05,Piemonte,0,10177,1168
2020-04-05,Puglia,0,2022,182
2020-04-05,Sardegna,0,815,43
2020-04-05,Sicilia,0,1774,116
2020-04-05,Toscana,0,5185,325
2020-04-05,P.A. Trento,0,1795,217
2020-04-05,Umbria,0,898,43
2020-04-05,Valle d'Aosta,0,576,91
2020-04-05,Veneto,0,9409,631
2020-04-06,Abruzzo,0,1425,169
2020-04-06,Basilicata,0,262,13
2020-04-06,P.A. Bolzano,0,1260,164
2020-04-06,Calabria,0,722,58
2020-04-06,Campania,0,2698,204
2020-04-06,Emilia-Romagna,0,13051,2108
2020-04-06,Friuli Venezia Giulia,0,1396,158
2020-04-06,Lazio,0,3300,229
2020-04-06,Liguria,0,3117,595
2020-04-06,Lombardia,0,28469,9202
2020-04-06,Marche,0,3706,612
2020-04-06,Molise,0,187,13
2020-04-06,Piemonte,0,10545,1251
2020-04-06,Puglia,0,2115,195
2020-04-06,Sardegna,0,819,47
2020-04-06,Sicilia,0,1815,123
2020-04-06,Toscana,0,5301,350
2020-04-06,P.A. Trento,0,1838,230
2020-04-06,Umbria,0,872,44
2020-04-06,Valle d'Aosta,0,567,96
2020-04-06,Veneto,0,9722,662
2020-04-07,Abruzzo,0,1491,172
2020-04-07,Basilicata,0,265,14
2020-04-07,P.A. Bolzano,0,1301,174
2020-04-07,Calabria,0,733,60
2020-04-07,Campania,0,2765,216
2020-04-07,Emilia-Romagna,0,13048,2180
2020-04-07,Friuli Venezia Giulia,0,1379,164
2020-04-07,Lazio,0,3365,238
2020-04-07,Liguria,0,3212,620
2020-04-07,Lombardia,0,28343,9484
2020-04-07,Marche,0,3738,630
2020-04-07,Molise,0,185,13
2020-04-07,Piemonte,0,10704,1319
2020-04-07,Puglia,0,2137,209
2020-04-07,Sardegna,0,821,52
2020-04-07,Sicilia,0,1859,125
2020-04-07,Toscana,0,5427,369
2020-04-07,P.A. Trento,0,1890,244
2020-04-07,Umbria,0,846,49
2020-04-07,Valle d'Aosta,0,593,100
2020-04-07,Veneto,0,9965,695
2020-04-08,Abruzzo,0,1534,179
2020-04-08,Basilicata,0,270,14
2020-04-08,P.A. Bolzano,0,1281,183
2020-04-08,Calabria,0,755,60
2020-04-08,Campania,0,2859,221
2020-04-08,Emilia-Romagna,0,13110,2234
2020-04-08,Friuli Venezia Giulia,0,1415,169
2020-04-08,Lazio,0,3448,244
2020-04-08,Liguria,0,3245,654
2020-04-08,Lombardia,0,28545,9722
2020-04-08,Marche,0,3562,652
2020-04-08,Molise,0,181,13
2020-04-08,Piemonte,0,10989,1378
2020-04-08,Puglia,0,2238,219
2020-04-08,Sardegna,0,840,59
2020-04-08,Sicilia,0,1893,133
2020-04-08,Toscana,0,5557,392
2020-04-08,P.A. Trento,0,1940,255
2020-04-08,Umbria,0,823,50
2020-04-08,Valle d'Aosta,0,606,102
2020-04-08,Veneto,0,10171,736
2020-04-09,Abruzzo,0,1566,194
2020-04-09,Basilicata,0,275,15
2020-04-09,P.A. Bolzano,0,1315,187
2020-04-09,Calabria,0,765,61
2020-04-09,Campania,0,2873,227
2020-04-09,Emilia-Romagna,0,13258,2316
2020-04-09,Friuli Venezia Giulia,0,1390,171
2020-04-09,Lazio,0,3532,253
2020-04-09,Liguria,0,3253,682
2020-04-09,Lombardia,0,29074,10022
2020-04-09,Marche,0,3401,669
2020-04-09,Molise,0,189,13
2020-04-09,Piemonte,0,11336,1454
2020-04-09,Puglia,0,2301,225
2020-04-09,Sardegna,0,876,64
2020-04-09,Sicilia,0,1942,138
2020-04-09,Toscana,0,5703,408
2020-04-09,P.A. Trento,0,1978,268
2020-04-09,Umbria,0,792,51
2020-04-09,Valle d'Aosta,0,609,105
2020-04-09,Veneto,0,10449,756
2020-04-10,Abruzzo,0,1635,198
2020-04-10,Basilicata,0,279,15
2020-04-10,P.A. Bolzano,0,1317,191
2020-04-10,Calabria,0,786,65
2020-04-10,Campania,0,2963,231
2020-04-10,Emilia-Romagna,0,13350,2397
2020-04-10,Friuli Venezia Giulia,0,1398,179
2020-04-10,Lazio,0,3633,263
2020-04-10,Liguria,0,3301,709
2020-04-10,Lombardia,0,29530,10238
2020-04-10,Marche,0,3316,682
2020-04-10,Molise,0,193,13
2020-04-10,Piemonte,0,11576,1532
2020-04-10,Puglia,0,2336,238
2020-04-10,Sardegna,0,876,69
2020-04-10,Sicilia,0,1967,148
2020-04-10,Toscana,0,5822,454
2020-04-10,P.A. Trento,0,1994,275
2020-04-10,Umbria,0,752,52
2020-04-10,Valle d'Aosta,0,602,107
2020-04-10,Veneto,0,10647,793
2020-04-11,Abruzzo,0,1724,206
2020-04-11,Basilicata,0,281,17
2020-04-11,P.A. Bolzano,0,1269,200
2020-04-11,Calabria,0,792,66
2020-04-11,Campania,0,3002,238
2020-04-11,Emilia-Romagna,0,13495,2481
2020-04-11,Friuli Venezia Giulia,0,1382,185
2020-04-11,Lazio,0,3730,273
2020-04-11,Liguria,0,3333,734
2020-04-11,Lombardia,0,30258,10511
2020-04-11,Marche,0,3231,689
2020-04-11,Molise,0,193,14
2020-04-11,Piemonte,0,12170,1633
2020-04-11,Puglia,0,2402,253
2020-04-11,Sardegna,0,888,73
2020-04-11,Sicilia,0,2001,154
2020-04-11,Toscana,0,5992,467
2020-04-11,P.A. Trento,0,2064,284
2020-04-11,Umbria,0,723,52
2020-04-11,Valle d'Aosta,0,590,107
2020-04-11,Veneto,0,10749,831
2020-04-12,Abruzzo,0,1742,212
2020-04-12,Basilicata,0,277,18
2020-04-12,P.A. Bolzano,0,1515,205
2020-04-12,Calabria,0,795,66
2020-04-12,Campania,0,3057,242
2020-04-12,Emilia-Romagna,0,13672,2564
2020-04-12,Friuli Venezia Giulia,0,1326,195
2020-04-12,Lazio,0,3817,279
2020-04-12,Liguria,0,3333,749
2020-04-12,Lombardia,0,31265,10621
2020-04-12,Marche,0,3114,700
2020-04-12,Molise,0,202,15
2020-04-12,Piemonte,0,12505,1729
2020-04-12,Puglia,0,2452,260
2020-04-12,Sardegna,0,903,73
2020-04-12,Sicilia,0,2030,163
2020-04-12,Toscana,0,6162,495
2020-04-12,P.A. Trento,0,2082,293
2020-04-12,Umbria,0,687,52
2020-04-12,Valle d'Aosta,0,588,112
2020-04-12,Veneto,0,10729,856
2020-04-13,Abruzzo,0,1778,224
2020-04-13,Basilicata,0,270,18
2020-04-13,P.A. Bolzano,0,1537,212
2020-04-13,Calabria,0,791,67
2020-04-13,Campania,0,3062,248
2020-04-13,Emilia-Romagna,0,13818,2615
2020-04-13,Friuli Venezia Giulia,0,1307,202
2020-04-13,Lazio,0,3920,284
2020-04-13,Liguria,0,3365,760
2020-04-13,Lombardia,0,31935,10901
2020-04-13,Marche,0,3080,713
2020-04-13,Molise,0,202,15
2020-04-13,Piemonte,0,12765,1826
2020-04-13,Puglia,0,2512,267
2020-04-13,Sardegna,0,914,75
2020-04-13,Sicilia,0,2050,171
2020-04-13,Toscana,0,6257,518
2020-04-13,P.A. Trento,0,2080,300
2020-04-13,Umbria,0,625,52
2020-04-13,Valle d'Aosta,0,582,115
2020-04-13,Veneto,0,10766,882
